loci,chi^2,df,Pr(chi^2 >),Pr.exact
31554:109:-,10.4855204,1,0.001203137,0.009
31554:116:-,221.952204,1,0,0
31554:118:-,221.952204,1,0,0
31554:127:-,156.6503131,1,0,0
31877:67:+,42.08657147,1,8.73E-11,0
31877:143:+,9.20210111,1,0.002417375,0.002
31900:96:+,11.83143742,1,0.00058239,0.004
31900:282:+,29.52867195,1,5.51E-08,0
31900:310:+,74.61264144,1,0,0
31900:361:+,24.85505453,1,6.18E-07,0
31900:364:+,84.76591372,1,0,0
31900:366:+,29.65813448,1,5.15E-08,0
31905:12:-,0.145185185,1,0.703179698,0.761
31905:146:-,26.56635587,1,2.55E-07,0.001
31906:151:+,0.704275045,1,0.401350935,0.415
31906:173:+,1.829088017,1,0.176235302,0.234
31906:209:+,34.23592863,1,4.88E-09,0
31923:19:-,5.517241379,1,0.01882993,0.029
31923:71:-,34.59498367,1,4.06E-09,0
31923:97:-,0.236936837,1,0.626427299,0.527
31923:225:-,3.365326694,1,0.066582377,0.087
31926:26:-,5.161361993,1,0.02309478,0.033
31926:63:-,11.51980008,1,0.000688588,0
31926:287:-,42.16652405,1,8.38E-11,0
31926:305:-,1.167280167,1,0.279960799,0.321
31926:317:-,27.36184152,1,1.69E-07,0
31969:76:-,27.32432744,1,1.72E-07,0
31991:120:+,42.73475077,1,6.27E-11,0
32013:34:+,6.921541099,1,0.008516355,0.031
32013:36:+,5.400852241,1,0.020126921,0.022
32013:74:+,43.28899261,1,4.72E-11,0
32013:90:+,0.301905894,1,0.582690056,0.478
32013:120:+,5.238306628,1,0.02209477,0.024
32013:251:+,1.94887804,1,0.162707804,0.189
32013:319:+,9.678219316,1,0.001864653,0.008
32034:51:+,4.02267991,1,0.044892326,0.074
32034:64:+,13.06879281,1,0.000300257,0.001
32034:91:+,30.87107373,1,2.76E-08,0
32034:98:+,30.87107373,1,2.76E-08,0
32034:100:+,29.4238347,1,5.82E-08,0
32034:254:+,10.23983362,1,0.0013744,0.004
32056:35:-,5.641882925,1,0.017536364,0.025
32056:42:-,7.278259395,1,0.006979413,0.017
32056:70:-,6.424240726,1,0.011257303,0.023
32056:107:-,13.72094671,1,0.000212076,0.001
32056:250:-,8.46531856,1,0.003619819,0.007
32056:257:-,6.428667883,1,0.011229277,0.021
32060:19:+,11.23068008,1,0.000804562,0
32060:35:+,11.23068008,1,0.000804562,0.002
32060:86:+,11.23068008,1,0.000804562,0.006
32060:107:+,11.23068008,1,0.000804562,0.002
32060:111:+,11.23068008,1,0.000804562,0.003
32060:255:+,18.03606943,1,2.17E-05,0
32069:335:-,31.67865366,1,1.82E-08,0
32073:37:-,6.610394886,1,0.010138518,0.026
32073:56:-,128.0184894,1,0,0
32141:47:-,12.38650328,1,0.000432448,0
32198:138:+,0.819432954,1,0.365346009,0.395
32203:129:+,33.83350642,1,6.00E-09,0
32203:164:+,4.799076863,1,0.02847499,0.016
32203:205:+,0.576128219,1,0.44783395,0.458
32203:231:+,0.072786729,1,0.787321695,0.871
32214:53:-,0.001416926,1,0.969973059,1
32223:12:+,6.203389875,1,0.012750588,0.016
32223:54:+,23.2805771,1,1.40E-06,0
32223:140:+,4.269827784,1,0.038794862,0.035
32223:171:+,6.662440205,1,0.009846599,0.012
32223:215:+,21.45416594,1,3.62E-06,0.001
32261:92:+,1.469992949,1,0.225346806,0.249
32261:311:+,7.35459388,1,0.006689162,0.004
32293:9:+,40.25661195,1,2.23E-10,0
32293:75:+,0.770662297,1,0.380012243,0.422
32293:312:+,21.67378109,1,3.23E-06,0
32293:343:+,5.005774956,1,0.025262891,0.02
32293:366:+,41.15226337,1,1.41E-10,0
32295:196:-,0.019362211,1,0.88933307,1
32385:86:+,62.86899008,1,2.22E-15,0
32389:37:+,5.097391992,1,0.023961845,0.031
32389:328:+,123.7425329,1,0,0
32389:392:+,20.36747584,1,6.39E-06,0
32408:64:+,107.2433422,1,0,0
32408:151:+,18.50339348,1,1.70E-05,0.001
32416:53:-,73.19986301,1,0,0
32416:157:-,89.48084568,1,0,0
32430:13:-,31.3849254,1,2.12E-08,0
32430:52:-,21.52814211,1,3.49E-06,0
32466:100:-,250.5132864,1,0,0
32466:114:-,238.6395564,1,0,0
32466:132:-,250.5132864,1,0,0
32660:71:-,145.5757568,1,0,0
32660:113:-,14.09923523,1,0.000173414,0
32660:367:-,71.13617124,1,0,0
32666:17:-,185.4567005,1,0,0
32666:72:-,184.7344243,1,0,0
32666:93:-,83.45619746,1,0,0
32666:115:-,59.49900763,1,1.22E-14,0
32666:122:-,187.9536865,1,0,0
32694:7:+,136.3629337,1,0,0
32694:13:+,146.7581029,1,0,0
32694:119:+,149.7229376,1,0,0
32694:135:+,152.6170862,1,0,0
32767:22:+,11.88108488,1,0.000567069,0.001
32767:34:+,1.191583646,1,0.275010349,0.249
32767:44:+,109.1989422,1,0,0
32767:86:+,11.2368923,1,0.000801873,0.003
32767:133:+,14.10900171,1,0.000172516,0.004
32767:148:+,0.035464966,1,0.850624677,0.776
32767:150:+,13.51725602,1,0.00023638,0.005
32767:159:+,0.035464966,1,0.850624677,0.758
32767:206:+,2.974961658,1,0.084562131,0.124
32803:12:+,113.2557839,1,0,0
32803:81:+,19.2004986,1,1.18E-05,0
32803:121:+,45.37476331,1,1.63E-11,0
32803:133:+,10.68510714,1,0.001080015,0.002
32803:183:+,8.045814719,1,0.00456089,0.008
32803:191:+,128.7682742,1,0,0
32803:241:+,24.84989544,1,6.20E-07,0
32803:296:+,6.755477361,1,0.009346034,0.017
32855:9:+,74.68161782,1,0,0
32855:25:+,70.36763921,1,0,0
32855:30:+,85.68875295,1,0,0
32855:63:+,36.39182215,1,1.61E-09,0
32855:72:+,72.19182409,1,0,0
32855:77:+,73.16607294,1,0,0
32855:80:+,159.0830558,1,0,0
32855:98:+,85.68875295,1,0,0
32855:121:+,74.91298292,1,0,0
32857:35:-,27.10121669,1,1.93E-07,0
32857:43:-,34.4594572,1,4.35E-09,0
32857:92:-,53.1297694,1,3.12E-13,0
32857:195:-,102.1602028,1,0,0
32857:231:-,210.2881877,1,0,0
32857:271:-,124.4634146,1,0,0
32879:16:+,4.015661992,1,0.045079523,0.078
32879:34:+,5.604372988,1,0.017915705,0.024
32879:62:+,5.05166979,1,0.024602218,0.03
32879:76:+,25.93628319,1,3.53E-07,0
32879:89:+,4.417401556,1,0.03557417,0.045
32879:94:+,5.713158875,1,0.016838214,0.02
32879:108:+,49.14996891,1,2.37E-12,0
32879:196:+,2.260269769,1,0.132730938,0.132
32879:197:+,3.594984257,1,0.057954178,0.062
32879:200:+,1.686358594,1,0.194081683,0.252
32879:207:+,1.872429705,1,0.171197062,0.241
32879:212:+,6.149219563,1,0.01314701,0.017
32879:214:+,3.975439772,1,0.046168396,0.035
32905:29:-,43.76654709,1,3.70E-11,0
32905:49:-,94.588976,1,0,0
32905:111:-,54.28089601,1,1.74E-13,0
32905:132:-,54.51404016,1,1.54E-13,0
32908:168:+,0.584409347,1,0.444589169,0.352
32908:233:+,51.61679547,1,6.75E-13,0
32932:45:-,43.41810122,1,4.42E-11,0
32932:49:-,14.76699639,1,0.000121646,0.002
32932:67:-,4.877445551,1,0.027209859,0.032
32932:116:-,20.18869987,1,7.02E-06,0
32933:19:+,81.40710848,1,0,0
32933:42:+,36.0888079,1,1.89E-09,0
32933:48:+,94.83621901,1,0,0
32934:7:-,21.875239,1,2.91E-06,0.001
32934:54:-,23.69286818,1,1.13E-06,0
32934:70:-,4.085041624,1,0.043264386,0.066
32934:89:-,26.53041058,1,2.59E-07,0
32934:192:-,51.22788179,1,8.22E-13,0
32934:236:-,21.78143369,1,3.06E-06,0
32934:286:-,7.564750395,1,0.00595209,0.005
33005:48:+,183.5629044,1,0,0
33005:51:+,178.1862188,1,0,0
33005:79:+,121.6733826,1,0,0
33005:120:+,183.5629044,1,0,0
33007:7:+,47.66242234,1,5.06E-12,0
33007:44:+,46.02642586,1,1.17E-11,0
33007:68:+,35.70212516,1,2.30E-09,0
33007:96:+,103.0155783,1,0,0
33007:116:+,59.17796932,1,1.44E-14,0
33007:137:+,70.95991481,1,0,0
33020:13:+,1.369399831,1,0.241915028,0.239
33020:42:+,1.390975204,1,0.23824048,0.217
33020:49:+,17.37061493,1,3.08E-05,0
33020:106:+,17.37061493,1,3.08E-05,0
33020:110:+,51.33647904,1,7.78E-13,0
33020:119:+,16.16968736,1,5.79E-05,0
33020:133:+,17.37061493,1,3.08E-05,0.001
33020:204:+,19.8917289,1,8.20E-06,0
33020:225:+,19.24390252,1,1.15E-05,0
33020:232:+,20.55496903,1,5.79E-06,0
33020:271:+,54.65058839,1,1.44E-13,0
33020:294:+,3.979631068,1,0.046053649,0.06
33057:25:-,9.681854822,1,0.001860967,0.014
33057:35:-,46.92181582,1,7.39E-12,0
33057:61:-,64.58855148,1,8.88E-16,0
33057:71:-,49.89128954,1,1.63E-12,0
33057:72:-,52.32810576,1,4.70E-13,0
33057:77:-,2.089767122,1,0.148288673,0.134
33057:91:-,4.335090003,1,0.037334442,0.058
33057:98:-,33.86918919,1,5.89E-09,0
33057:124:-,49.89128954,1,1.63E-12,0
33123:194:-,19.63916629,1,9.35E-06,0
33141:19:+,0.674982229,1,0.411319949,0.712
33141:60:+,13.09115772,1,0.000296693,0
33141:116:+,0.727116086,1,0.393819578,0.405
33141:233:+,5.170673298,1,0.022971311,0.039
33141:279:+,2.6325,1,0.104696745,0.117
33173:68:+,9.305559478,1,0.002284595,0.012
33173:114:+,3.850031818,1,0.049745047,0.066
33289:108:-,11.01329798,1,0.000904606,0.001
33289:133:-,75.98236917,1,0,0
33289:134:-,2.642170849,1,0.104061264,0.118
33289:136:-,29.85581104,1,4.65E-08,0
33432:12:+,22.59216593,1,2.00E-06,0
33432:106:+,5.041858161,1,0.024741937,0.043
33432:263:+,48.93445363,1,2.65E-12,0
33434:7:-,39.87445496,1,2.71E-10,0
33446:100:+,11.42995169,1,0.000722696,0
33446:101:+,11.42995169,1,0.000722696,0.002
33446:123:+,3.490834718,1,0.061709462,0.069
33446:199:+,3.666638713,1,0.055512029,0.105
33446:263:+,5.580086863,1,0.018165822,0.019
33446:292:+,3.31591043,1,0.068612307,0.069
33481:347:-,68.75455762,1,1.11E-16,0
33523:113:+,4.01502857,1,0.045096459,0.065
33523:163:+,40.05179918,1,2.47E-10,0
33526:195:+,10.7760483,1,0.00102822,0.006
33543:127:-,2.698871162,1,0.100419324,0.133
33543:203:-,110.0302596,1,0,0
33543:241:-,31.74747806,1,1.76E-08,0
33543:254:-,20.02265895,1,7.65E-06,0
33543:299:-,5.454039924,1,0.019523129,0.046
33581:38:+,21.3140713,1,3.90E-06,0
33581:90:+,24.79157606,1,6.39E-07,0
33581:246:+,7.701331057,1,0.005518012,0.006
33581:286:+,9.180288983,1,0.002446354,0.005
33750:6:-,3.923326889,1,0.047620553,0.088
33750:23:-,6.329892585,1,0.011871951,0.037
33750:34:-,148.6674242,1,0,0
33750:51:-,18.12222832,1,2.07E-05,0
33750:65:-,10.17165892,1,0.001426159,0.009
33750:90:-,130.5383547,1,0,0
33750:126:-,5.189375102,1,0.022725386,0.023
33750:138:-,17.31543297,1,3.17E-05,0
33791:68:+,54.87720365,1,1.28E-13,0
33791:128:+,118.2359385,1,0,0
33799:17:-,126.316676,1,0,0
33799:27:-,53.74576694,1,2.28E-13,0
33799:82:-,122.5815469,1,0,0
33799:115:-,114.2504138,1,0,0
33799:123:-,117.7664787,1,0,0
33799:126:-,4.888616211,1,0.027034346,0.033
33819:49:-,11.55575127,1,0.0006754,0
33819:82:-,18.23491072,1,1.95E-05,0
33875:75:-,87.15475716,1,0,0
33875:257:-,84.72923064,1,0,0
33875:280:-,43.75270807,1,3.73E-11,0
33875:322:-,37.04288509,1,1.16E-09,0
33875:354:-,94.05953168,1,0,0
33914:25:-,11.33717399,1,0.000759708,0.003
33914:107:-,5.520189408,1,0.018798223,0.047
34003:62:-,6.751345707,1,0.0093677,0.028
34003:133:-,43.40026898,1,4.46E-11,0
34003:140:-,57.27348647,1,3.80E-14,0
34003:186:-,107.56536,1,0,0
34003:260:-,45.00018018,1,1.97E-11,0
34012:136:+,2.145474042,1,0.142990863,0.152
34067:137:+,134.3703636,1,0,0
34258:17:-,146.3438982,1,0,0
34258:25:-,152.2002792,1,0,0
34258:37:-,147.4734954,1,0,0
34258:115:-,12.25070125,1,0.000465083,0.002
34258:116:-,17.00621118,1,3.73E-05,0.001
34258:126:-,10.38755478,1,0.001268675,0.004
34606:53:-,68.81356715,1,1.11E-16,0
34606:58:-,58.41110935,1,2.13E-14,0
34606:65:-,3.010532407,1,0.082725115,0.09
34606:70:-,56.04577924,1,7.08E-14,0
34606:98:-,58.41110935,1,2.13E-14,0
34606:123:-,58.41110935,1,2.13E-14,0
35126:107:+,10.18199265,1,0.001418188,0.006
35126:130:+,7.511422764,1,0.006130892,0.011
35126:297:+,19.61727043,1,9.46E-06,0
35126:313:+,10.45906618,1,0.00122049,0.002
35126:323:+,12.19047619,1,0.000480341,0.002
35126:376:+,23.75656439,1,1.09E-06,0
35157:27:+,27.95868413,1,1.24E-07,0
35159:8:-,9.265595826,1,0.002334985,0
35159:139:-,9.194706994,1,0.002427159,0.003
35217:91:-,88.99962974,1,0,0
35233:12:-,43.85980125,1,3.53E-11,0
35233:136:-,70.92032808,1,0,0
35233:247:-,60.3039371,1,8.10E-15,0
35244:326:+,11.71423269,1,0.000620239,0.001
35314:72:+,10.14361111,1,0.001448022,0.008
35314:126:+,1.580473984,1,0.208692433,0.186
35314:237:+,6.981831687,1,0.008234129,0.01
35314:267:+,5.519244735,1,0.018808377,0.05
35314:292:+,6.130947976,1,0.013283563,0.041
35314:301:+,11.39295533,1,0.000737231,0.004
35314:328:+,7.073098491,1,0.007824982,0.007
35314:333:+,7.271223657,1,0.007006805,0.004
35666:7:-,9.645221119,1,0.001898448,0.007
35666:60:-,184.013366,1,0,0
35666:73:-,6.022412429,1,0.014125326,0.027
35666:84:-,187.2712886,1,0,0
35666:131:-,224.0186729,1,0,0
35666:178:-,112.1024989,1,0,0
35666:180:-,202.7602875,1,0,0
35666:183:-,29.80173736,1,4.79E-08,0
35666:186:-,202.7602875,1,0,0
35666:187:-,201.9621267,1,0,0
35666:194:-,114.9938579,1,0,0
36123:26:-,18.62147081,1,1.59E-05,0
36123:43:-,14.03375789,1,0.000179558,0.003
36123:75:-,9.794724529,1,0.001750132,0.003
36123:126:-,15.33462467,1,9.01E-05,0.004
36123:131:-,8.90595259,1,0.002842426,0.007
36123:170:-,10.8425039,1,0.000991965,0.006
36123:191:-,10.01699356,1,0.001551024,0.006
36123:193:-,24.69739915,1,6.71E-07,0
36123:194:-,10.28075425,1,0.00134425,0
36175:29:-,63.87771951,1,1.33E-15,0
36175:30:-,77.46981042,1,0,0
36175:39:-,33.92176637,1,5.74E-09,0
36175:42:-,77.78989061,1,0,0
36175:94:-,66.98749274,1,2.22E-16,0
36175:95:-,80.48839473,1,0,0
36175:105:-,83.98640344,1,0,0
36175:126:-,63.91505493,1,1.33E-15,0
36175:142:-,55.98288898,1,7.31E-14,0
36175:151:-,65.62570013,1,5.55E-16,0
36175:185:-,94.29958894,1,0,0
36175:193:-,68.21077202,1,1.11E-16,0
36175:220:-,75.97350839,1,0,0
36175:228:-,72.40828856,1,0,0
36175:237:-,95.05232134,1,0,0
36183:18:-,0.990170076,1,0.31970081,0.33
36183:29:-,0.875823462,1,0.349348157,0.297
36183:33:-,11.28448953,1,0.000781573,0.007
36183:52:-,11.28448953,1,0.000781573,0.006
36183:82:-,0.875823462,1,0.349348157,0.307
36183:87:-,9.814247025,1,0.001731652,0.005
36183:96:-,9.158322661,1,0.002475894,0.008
36183:105:-,0.875823462,1,0.349348157,0.301
36183:137:-,0.990170076,1,0.31970081,0.346
36183:222:-,93.46295281,1,0,0
36183:288:-,24.07407407,1,9.27E-07,0
36183:318:-,23.58178013,1,1.20E-06,0
36183:334:-,29.66227076,1,5.14E-08,0
36423:7:-,27.54861595,1,1.53E-07,0
36423:21:-,31.49607674,1,2.00E-08,0
36423:124:-,30.58547278,1,3.19E-08,0
36423:126:-,4.28127428,1,0.038534449,0.048
36482:13:-,7.123061347,1,0.007609865,0.007
36482:30:-,7.64659973,1,0.005687943,0.013
36482:51:-,1.883765522,1,0.169906788,0.181
36482:56:-,68.39881232,1,1.11E-16,0
36482:106:-,15.70496603,1,7.40E-05,0
36482:111:-,31.07600012,1,2.48E-08,0
36482:157:-,10.0880545,1,0.001492336,0.003
36482:161:-,9.696826769,1,0.001845865,0.002
36482:172:-,29.56161849,1,5.42E-08,0
36482:177:-,19.75303834,1,8.81E-06,0
36564:48:-,34.60472066,1,4.04E-09,0
36579:87:-,13.64373094,1,0.000220978,0.001
37250:59:-,37.0892015,1,1.13E-09,0
37250:104:-,3.95446826,1,0.046747085,0.067
37250:150:-,27.16587852,1,1.87E-07,0
37476:19:+,27.24370267,1,1.79E-07,0
37476:23:+,75.17937851,1,0,0
37476:36:+,41.9779365,1,9.23E-11,0
37476:52:+,46.39957899,1,9.64E-12,0
37476:54:+,25.85682794,1,3.68E-07,0
37476:66:+,41.9779365,1,9.23E-11,0
37476:86:+,84.70786141,1,0,0
37476:300:+,76.69753118,1,0,0
37736:71:+,0.01784779,1,0.893722348,0.589
37736:125:+,9.84787267,1,0.001700283,0.002
38295:17:-,35.05911981,1,3.20E-09,0
38295:54:-,37.57050878,1,8.82E-10,0
38295:71:-,37.7308153,1,8.12E-10,0
38295:120:-,48.00063812,1,4.26E-12,0
38295:266:-,63.59946741,1,1.55E-15,0
38295:270:-,41.07421714,1,1.47E-10,0
38295:281:-,50.5391775,1,1.17E-12,0
38346:105:-,54.51824595,1,1.54E-13,0
38574:58:+,63.10978942,1,2.00E-15,0
38574:92:+,46.9320844,1,7.35E-12,0
38623:26:-,51.71432116,1,6.42E-13,0
38778:39:-,95.58085096,1,0,0
38778:40:-,89.29403781,1,0,0
38778:77:-,62.88246002,1,2.22E-15,0
38778:78:-,57.01757846,1,4.32E-14,0
38778:96:-,51.49692248,1,7.17E-13,0
38778:103:-,61.46334568,1,4.55E-15,0
38778:115:-,45.13383913,1,1.84E-11,0
38778:118:-,28.38519788,1,9.94E-08,0
38778:120:-,65.77560486,1,5.55E-16,0
38778:133:-,28.97994117,1,7.31E-08,0
38778:134:-,28.25302155,1,1.06E-07,0
38778:139:-,87.39673291,1,0,0
38782:28:+,4.062198068,1,0.043853381,0.055
38782:49:+,0.019613257,1,0.888622589,0.78
38782:63:+,0.412746701,1,0.52057867,0.472
38782:73:+,107.7166429,1,0,0
38782:79:+,75.42398056,1,0,0
38782:83:+,8.122400708,1,0.004372162,0.003
38782:152:+,3.638642545,1,0.056452945,0.069
38782:156:+,5.633829932,1,0.0176171,0.033
38782:170:+,10.39699278,1,0.001262207,0.002
38782:174:+,0.464909978,1,0.495338184,0.485
38782:206:+,13.95655503,1,0.000187084,0
39087:13:-,19.5254329,1,9.93E-06,0
39087:39:-,17.0534742,1,3.63E-05,0.002
39087:40:-,20.3148356,1,6.57E-06,0
39087:48:-,13.5281781,1,0.000235008,0.001
39087:60:-,12.00122343,1,0.000531656,0.002
39087:63:-,20.10945855,1,7.31E-06,0.001
39087:70:-,46.42214614,1,9.53E-12,0
39087:93:-,11.43419651,1,0.000721046,0
39087:150:-,36.42226915,1,1.59E-09,0
39087:198:-,22.05037128,1,2.66E-06,0
39087:211:-,28.51034379,1,9.32E-08,0
39456:32:-,19.86821191,1,8.30E-06,0.001
39456:47:-,135.7169052,1,0,0
39456:51:-,138.0702577,1,0,0
39456:82:-,43.04536688,1,5.35E-11,0
39456:125:-,44.28726548,1,2.84E-11,0
39456:141:-,89.06214157,1,0,0
39456:173:-,128.0935673,1,0,0
39605:115:-,14.95725731,1,0.000109974,0.006
41117:45:-,36.53730476,1,1.50E-09,0
41117:48:-,23.23200063,1,1.44E-06,0
41117:57:-,43.06037168,1,5.31E-11,0
41117:94:-,9.272210185,1,0.002326568,0.014
41117:113:-,35.58653233,1,2.44E-09,0
41117:123:-,23.85604893,1,1.04E-06,0
41117:139:-,21.41735922,1,3.69E-06,0.001
41138:6:+,16.27167088,1,5.49E-05,0
41138:40:+,32.39694047,1,1.26E-08,0
41138:47:+,27.6230766,1,1.47E-07,0
41138:68:+,46.25980622,1,1.04E-11,0
41138:82:+,23.18693329,1,1.47E-06,0
41138:147:+,23.04415136,1,1.58E-06,0
41138:168:+,16.12641373,1,5.93E-05,0
41138:175:+,6.79003134,1,0.00916683,0.008
41138:203:+,41.009887,1,1.51E-10,0
41182:20:+,43.3451953,1,4.59E-11,0
41182:29:+,56.74357984,1,4.96E-14,0
41182:53:+,56.74357984,1,4.96E-14,0
41182:81:+,46.99297261,1,7.12E-12,0
41182:127:+,45.42055113,1,1.59E-11,0
41250:40:+,39.96624951,1,2.58E-10,0
41250:44:+,51.27951691,1,8.01E-13,0
41250:54:+,28.58530724,1,8.97E-08,0
41250:82:+,48.11888008,1,4.01E-12,0
41250:93:+,56.42294049,1,5.84E-14,0
41250:112:+,66.17731521,1,4.44E-16,0
42048:19:+,37.76218666,1,7.99E-10,0
42048:31:+,13.995251,1,0.000183273,0
42048:50:+,41.53024306,1,1.16E-10,0
42048:56:+,38.380359,1,5.82E-10,0
42048:72:+,29.60351425,1,5.30E-08,0
42048:73:+,34.46372709,1,4.34E-09,0
42048:133:+,41.33741787,1,1.28E-10,0
42048:197:+,11.03713324,1,0.000893049,0
42048:292:+,15.93374988,1,6.56E-05,0.001
42265:105:-,2.011444035,1,0.15611666,0.175
42265:119:-,1.08011462,1,0.298671916,0.282
42269:16:+,24.41751332,1,7.76E-07,0
42269:48:+,29.63817886,1,5.21E-08,0
42269:91:+,34.48148131,1,4.30E-09,0
42269:121:+,4.658480166,1,0.030900532,0.066
42269:146:+,38.79740128,1,4.70E-10,0
42269:183:+,110.9773354,1,0,0
42269:188:+,114.0874804,1,0,0
42980:18:+,70.62594682,1,0,0
42980:24:+,109.6809475,1,0,0
42980:61:+,108.2239874,1,0,0
42980:75:+,108.8099566,1,0,0
42980:95:+,110.5630125,1,0,0
42980:104:+,153.0623673,1,0,0
42980:128:+,128.3275044,1,0,0
42980:130:+,94.82776718,1,0,0
42992:21:+,9.087675329,1,0.002573378,0.015
42992:25:+,10.40068731,1,0.001259684,0.003
42992:34:+,13.51964845,1,0.000236079,0
42992:48:+,11.1566675,1,0.000837302,0.001
42992:59:+,7.012718271,1,0.008093271,0.028
42992:74:+,18.91205484,1,1.37E-05,0
42992:77:+,57.07505478,1,4.20E-14,0
42992:99:+,47.98703595,1,4.29E-12,0
43338:18:-,90.00581566,1,0,0
43338:96:-,49.37092993,1,2.12E-12,0
43338:104:-,41.10011359,1,1.45E-10,0
43338:114:-,98.46070939,1,0,0
43338:120:-,37.69041624,1,8.29E-10,0
43338:129:-,89.43639704,1,0,0
43481:19:-,25.10595984,1,5.43E-07,0
43481:38:-,18.1105867,1,2.08E-05,0
43481:52:-,18.94064397,1,1.35E-05,0.001
43481:73:-,41.5804039,1,1.13E-10,0
43481:228:-,45.26045926,1,1.72E-11,0
44105:35:-,47.06424137,1,6.87E-12,0
44105:50:-,58.29133781,1,2.26E-14,0
44112:28:+,62.85268805,1,2.22E-15,0
44112:39:+,40.1308498,1,2.38E-10,0
44112:64:+,93.98185266,1,0,0
44112:76:+,51.63782655,1,6.67E-13,0
44112:77:+,51.63782655,1,6.67E-13,0
44112:91:+,57.89964241,1,2.75E-14,0
44112:103:+,85.13626056,1,0,0
44112:128:+,112.9092667,1,0,0
44132:9:-,71.39559466,1,0,0
44132:41:-,98.68219506,1,0,0
44132:119:-,184.2460097,1,0,0
44132:125:-,100.9148535,1,0,0
44147:15:+,148.5038769,1,0,0
44147:51:+,165.223415,1,0,0
44202:24:+,95.4118439,1,0,0
44202:25:+,80.82569807,1,0,0
44202:37:+,96.51010766,1,0,0
44202:50:+,79.31087564,1,0,0
44202:51:+,59.94500052,1,9.77E-15,0
44202:67:+,63.15427453,1,1.89E-15,0
44534:31:-,39.54805556,1,3.20E-10,0
44534:32:-,11.62968304,1,0.000649076,0.004
44534:33:-,13.56292647,1,0.000230697,0.001
44534:34:-,7.313853704,1,0.006842503,0.007
44534:37:-,6.324296888,1,0.01190947,0.025
44534:43:-,5.587228243,1,0.018091902,0.024
44534:46:-,16.35239972,1,5.26E-05,0
44534:130:-,11.32966066,1,0.000762788,0
44534:157:-,11.01682608,1,0.000902885,0.002
44534:211:-,12.96668382,1,0.000317083,0
44534:216:-,26.89501468,1,2.15E-07,0
45862:28:-,27.82764275,1,1.33E-07,0
45862:39:-,13.54192609,1,0.000233293,0.002
45862:95:-,30.80855271,1,2.85E-08,0
45862:134:-,23.40135245,1,1.31E-06,0
46177:7:+,39.09617202,1,4.03E-10,0
46177:14:+,14.2499746,1,0.000160063,0.003
46177:15:+,35.70323647,1,2.30E-09,0
46177:83:+,25.71035416,1,3.97E-07,0
46177:85:+,36.41634419,1,1.59E-09,0
46177:134:+,11.40973436,1,0.000730603,0.002
46177:161:+,49.48500203,1,2.00E-12,0
46743:27:-,59.42676239,1,1.27E-14,0
46743:51:-,33.03058396,1,9.07E-09,0
46743:70:-,40.79456654,1,1.69E-10,0
46743:80:-,30.25180865,1,3.79E-08,0
46864:69:-,110.1820856,1,0,0
46864:100:-,86.17750104,1,0,0
46864:102:-,88.24066626,1,0,0
46864:104:-,90.33221258,1,0,0
46864:115:-,70.15154372,1,0,0
46864:133:-,24.48285446,1,7.50E-07,0.002
46864:134:-,117.9290752,1,0,0
46864:135:-,117.9290752,1,0,0
46864:137:-,65.96028995,1,4.44E-16,0
46912:120:+,5.357619094,1,0.020631923,0.024
46912:252:+,2.041137227,1,0.153095153,0.172
46912:278:+,6.127244805,1,0.013311416,0.035
46912:301:+,12.45607511,1,0.000416634,0.001
46912:302:+,10.24976,1,0.001367024,0.004
47285:129:-,158.7231927,1,0,0
47285:134:-,60.90399329,1,6.00E-15,0
48211:7:-,222.340874,1,0,0
48211:56:-,135.2890094,1,0,0
48211:76:-,69.00553911,1,1.11E-16,0
48211:97:-,23.26350218,1,1.41E-06,0.001
48446:8:+,161.4402754,1,0,0
48446:14:+,88.74060954,1,0,0
48446:16:+,75.20228902,1,0,0
48446:24:+,84.43820838,1,0,0
48446:25:+,88.74060954,1,0,0
48446:30:+,90.44851852,1,0,0
48446:57:+,75.20228902,1,0,0
48446:69:+,20.48367392,1,6.01E-06,0
48446:71:+,190.0073899,1,0,0
48446:126:+,124.9622002,1,0,0
48663:6:-,48.65305787,1,3.05E-12,0
48663:26:-,10.43128546,1,0.001238985,0.005
48663:72:-,55.18951266,1,1.09E-13,0
48663:79:-,12.52938136,1,0.000400602,0.001
48663:81:-,105.3682726,1,0,0
49523:30:-,0.877496403,1,0.348888312,1
49523:31:-,0.455171554,1,0.499889242,0.562
49523:59:-,1.46162562,1,0.226671645,0.184
49523:151:-,1.863817704,1,0.172184828,0.18
49523:153:-,6.461600082,1,0.011023034,0.024
49543:80:-,70.04612058,1,1.11E-16,0
49543:128:-,40.06539854,1,2.46E-10,0
49543:253:-,73.10140882,1,0,0
49543:262:-,54.17818905,1,1.83E-13,0
50116:22:+,74.1751945,1,0,0
50116:41:+,54.45115274,1,1.59E-13,0
50116:102:+,26.59780434,1,2.51E-07,0
50116:107:+,31.40049242,1,2.10E-08,0
